sedol,country,marketclass,security,industry,weightchange,excessvolume,pricechangepercent
2245597,SOUTH AFRICA,EMSC,ROYAL BAFOKENG PLATINUM,Materials,2.120128004,-0.126825916,-0.00233827
BDDXF67,BRAZIL,EMSC,SONAE SIERRA BRASIL ON,Real Estate,2.12150156,0.028530259,0.007419621
BJSVLL5,ITALY,DMSC,DEA CAPITAL,Diversified Financials,2.125508317,0.128423217,-0.002812465
BVV9XH0,CHINA,EM,DONGFENG MOTOR GROUP H,Automobiles & Components,2.126631184,-0.570977994,0.003690037
BN5H5K1,INDONESIA,EM,JASA MARGA (PERSERO),Transportation,2.126840608,0.283636918,-0.002642008
B5TRVW5,SINGAPORE,DM,WILMAR INTERNATIONAL,Food Beverage & Tobacco,2.127742978,-0.11459269,-0.025779524
2475060,CHINA,EMSC,TIAN GE INTERACTIVE HLDG,Software & Services,2.129124813,0.001797575,0.007030303
2614487,MEXICO,EMSC,RASSINI CPO,Automobiles & Components,2.12983554,0.690058167,0.009162304
2007281,GERMANY,DM,HOCHTIEF,Capital Goods,2.130695922,0.057755417,0.002657807
BJSP4C9,CHINA,EMSC,HUANXI MEDIA GROUP,Media,2.132312573,-0.075912072,0.009155646
2325875,MALAYSIA,EM,AXIATA GROUP,Telecommunication Services,2.13341831,-0.45771982,0.00569981
BYZGBP2,KOREA,EMSC,JEJU AIR,Transportation,2.133699833,-0.171660239,0.005649718
B1XGNW4,TURKEY,EMSC,GOODYEAR LASTIKLERI,Automobiles & Components,2.134622222,-0.2959344,0.002627807
B4QRG71,CHINA,EM,PING AN INSURANCE H,Insurance,2.136038565,0.0344968,0.008922443
BD06LM7,NORWAY,DMSC,AKER BP,Energy,2.136798049,-0.057600978,-0.023370234
2248693,NORWAY,DMSC,NORWEGIAN PROPERTY,Real Estate,2.138232014,-0.080355227,0.009422614
2462437,CHINA,EMSC,BEST PACIFIC INTL HLDGS,Consumer Durables & Apparel,2.146461337,-0.186364855,-0.00156128
BYZM6C2,USA,DMSC,PLY GEM HOLDINGS,Capital Goods,2.147840532,0.405716194,0.007029877
2473150,BRAZIL,EMSC,SER EDUCACIONAL ON,Consumer Services,2.148398558,-0.167900699,0.008695652
B1WT4X2,TURKEY,EMSC,BORUSAN MANNESMANN BORUN,Materials,2.149481362,-0.04092795,-0.00655084
B7N59F8,HONG KONG,DMSC,UNITED LABORATORIES,"Pharmaceuticals, Biotechnology & Life Sciences",2.151039407,0.170004731,0.031146332
2465737,THAILAND,EM,CENTRAL PATTANA PUB CO,Real Estate,2.151441755,-0.329076114,-0.018181818
B86V808,CHINA,EM,CHINA JINMAO HLDGS GROUP,Real Estate,2.15464229,-0.285499819,0.004889976
2243911,USA,DMSC,BOK FINANCIAL CORP,Banks,2.155588879,-0.05332609,-0.00896861
BYX60M4,THAILAND,EM,CHAROEN POKPHAND FOODS,Food Beverage & Tobacco,2.157288586,-0.353087513,-0.009514271
BP7RS48,BRAZIL,EMSC,QGEP PARTICIPACOES ON,Energy,2.160251568,0.541279269,0
2456441,COLOMBIA,EMSC,CEMEX LATAM HOLDINGS,Materials,2.165728174,-0.291559919,-0.006611095
2478144,TAIWAN,EMSC,SHUNSIN TECHNOLOGY HLDGS,Semiconductors & Semiconductor Equipment,2.166382336,-0.139587003,-0.001414427
BHCB0P4,HONG KONG,DMSC,DAH SING BANKING GROUP,Banks,2.168147046,-0.458023903,0.002935421
BJ7B473,INDIA,EMSC,RAJESH EXPORTS,Consumer Durables & Apparel,2.174387152,1.28432757,0.00722175
BCRYC02,CHINA,EMSC,RONSHINE CHINA HOLDINGS,Real Estate,2.178801869,-0.032305109,-0.022018349
2467971,CHILE,EMSC,FORUS,Consumer Durables & Apparel,2.180309493,0.296777329,-0.003521127
B5ZW0F0,THAILAND,EMSC,THAI AIRWAYS INTL,Transportation,2.182516578,-0.263204818,0.001240695
2472759,FINLAND,DMSC,LEHTO GROUP,Capital Goods,2.182874045,-0.265432283,-0.002003005
2652603,MALAYSIA,EM,GENTING PLANTATIONS,Food Beverage & Tobacco,2.184416222,-0.290639307,0.012110727
BVVCNT1,MALAYSIA,EMSC,MAH SING GROUP,Real Estate,2.185910411,-0.073445877,0.002336449
BDJ0LS6,BRAZIL,EMSC,VIA VAREJO UNIT,Retailing,2.187374222,-0.373115806,0.018008004
2698782,ITALY,DMSC,GEDI GRUPPO EDITORIALE,Media,2.189574087,-0.181610531,-0.005294033
BYT4ST5,GERMANY,DMSC,SIXT STAMM,Transportation,2.190607521,1.577165416,-0.002014388
B2QH310,MALAYSIA,EMSC,UEM SUNRISE,Real Estate,2.190619316,-0.221126629,0
B0J2NS5,CZECH REPUBLIC,EM,CEZ CESKE ENER ZAVODY,Utilities,2.196745868,0.562968221,-0.07112803
B3MZ6K5,KOREA,EMSC,SBS MEDIA HOLDINGS CO,Media,2.196819379,-0.295078075,-0.015016685
2259190,SWEDEN,DM,ATLAS COPCO B,Capital Goods,2.202706596,0.313390485,0.002483444
2471949,THAILAND,EMSC,SC ASSET CORP,Real Estate,2.203425396,-0.371955108,0.002965159
BZBY209,TURKEY,EMSC,ALBARAKA TURK KATILIM,Banks,2.204001843,0.537983986,-0.00627451
2243591,INDIA,EMSC,VOLTAS,Capital Goods,2.207993512,0.736723778,-0.003378378
2469171,BRAZIL,EM,COSAN ON,Energy,2.20992385,0.280441147,-0.001458285
B75DGJ3,CHINA,EMSC,OURGAME INTL HLDGS,Software & Services,2.214518201,-0.092543125,0.009183065
2471789,TURKEY,EMSC,SODA SANAYII,Materials,2.216415312,-0.147472955,-0.001001669
2344922,CHINA,EMSC,GLORIOUS PROPERTY HLDGS,Real Estate,2.216956212,-0.021861429,0.007753404
BT8RWQ5,MALAYSIA,EM,HONG LEONG BANK,Banks,2.222966608,3.76055719,-0.057088487
B7DX5W1,JAPAN,DMSC,ZIGEXN,Software & Services,2.226485226,0.095423364,0.009569378
2772998,INDIA,EM,BAJAJ FINANCE,Diversified Financials,2.22688529,-0.270354664,0.015044664
B3BRJZ8,INDONESIA,EMSC,ANEKA TAMBANG,Materials,2.227259136,-0.217067322,0.020094563
BCBV577,PHILIPPINES,EM,SM PRIME HOLDINGS,Real Estate,2.227978556,0.378047852,-0.047619048
BTF8LD1,JAPAN,DM,ORACLE CORP JAPAN,Software & Services,2.228383646,0.565737769,0.005192557
B29ZB62,CHINA,EMSC,CHINA DATANG CORP REN H,Utilities,2.229527719,-0.186598431,-0.001590668
BLTVX90,GERMANY,DMSC,SENVION,Capital Goods,2.23213011,-0.055855514,-0.003940455
2769978,CHINA,EMSC,SHANDONG AIRLINES CO B,Transportation,2.232795309,1.901330869,0.120262391
B15CJ33,CHINA,EMSC,POWERLONG REAL ESTATE,Real Estate,2.234478539,-0.249257451,-0.008308248
2483223,INDIA,EM,BAJAJ AUTO,Automobiles & Components,2.236195348,-0.010072205,0.008348988
B0L2NP0,CHINA,EMSC,IMAX CHINA HOLDING,Media,2.236571799,-0.358618756,-0.000473037
B4Y1MH7,SWITZERLAND,DMSC,FEINTOOL INTERNATIONAL,Capital Goods,2.238810755,-0.44272904,-0.001832761
BG3FZW0,THAILAND,EM,BERLI JUCKER,Capital Goods,2.240175981,-0.081414119,-0.02754491
BJWG213,INDIA,EMSC,NATCO PHARMA,"Pharmaceuticals, Biotechnology & Life Sciences",2.24589661,-0.290785294,-0.000542594
2485070,JAPAN,DMSC,HARMONIC DRIVE SYSTEMS,Capital Goods,2.248325149,-0.228316548,-0.012705882
B1HHB18,EGYPT,EMSC,EL EZZ STEEL REBARS,Materials,2.253194012,-0.104740485,-0.017303533
BBPVFG5,KOREA,EM,DOOSAN BOBCAT,Capital Goods,2.254414689,-0.455773989,0
BY3H7G0,JAPAN,DMSC,FUKUDA DENSHI CO,Health Care Equipment & Services,2.255073494,-0.003924985,0.003597122
2487117,CHINA,EMSC,QINGLING MOTORS CO H,Automobiles & Components,2.255129428,0.335870107,0.011319112
2487612,KOREA,EMSC,CJ HELLOVISION,Media,2.256110703,-0.171864218,-0.002890173
B52KRV2,KOREA,EMSC,JCONTENTREE CORP,Media,2.256463784,-0.217411924,-0.005215124
2488121,RUSSIA,EM,INTER RAO UES(RUB),Utilities,2.256743093,-0.36309893,-0.005171968
B298495,ITALY,DMSC,CEMENTIR HOLDING,Materials,2.257730927,0.357063078,0.005128205
2613376,INDIA,EMSC,ADITYA BIRLA NUVO,Capital Goods,2.263573433,-0.185124454,0.015898251
BQZJ0Q9,INDONESIA,EMSC,NIPPON INDOSARI CORPINDO,Food Beverage & Tobacco,2.265151333,0.258761377,-0.011764706
B40SY10,KOREA,EMSC,DONGWON F&B CO,Food Beverage & Tobacco,2.265727119,-0.346715094,0.010976948
2746982,CHINA,EM,FOSUN INTL(CN),Capital Goods,2.267830851,0.038997233,-0.002770083
2495529,JAPAN,DMSC,NAKAYAMA STEEL WORKS,Materials,2.268070861,-0.21946823,0.007429829
BRKFN59,HONG KONG,DM,HK ELECTRIC INVESTMENTS,Utilities,2.268894066,0.423552673,0.023529412
2491635,CHINA,EMSC,SHANGHAI GREENCOURT B,Food Beverage & Tobacco,2.269654102,0.097892296,0.011183049
2752677,FRANCE,DMSC,MANITOU BF,Capital Goods,2.270835343,0.24918029,0.005128205
BD1MGQ3,THAILAND,EMSC,WORKPOINT ENTERTAINMENT,Media,2.272439177,0.111632215,0.000276014
2493534,UNITED KINGDOM,DMSC,WILLIAM HILL,Consumer Services,2.273747274,-0.293426121,0.003787879
2960920,CHINA,EMSC,Q TECHNOLOGY,Consumer Durables & Apparel,2.275101879,-0.070190174,-0.006586169
BNB7PH2,SOUTH AFRICA,EM,FORTRESS INCOME FUND A,Real Estate,2.276171618,-0.259773929,-0.000828958
BPBSZJ1,USA,DMSC,GLAUKOS,Health Care Equipment & Services,2.276354306,0.137406456,-0.009917355
BT6T3G0,MALAYSIA,EMSC,SYARIKAT TAKAFUL,Insurance,2.277074807,-0.163151453,0.011073966
2114921,MEXICO,EMSC,AXTEL CPO,Telecommunication Services,2.277226315,0.427043517,-0.008684864
2487690,MALAYSIA,EM,ASTRO MALAYSIA HOLDINGS,Media,2.281522291,-0.067549793,-0.011851852
B051B48,SINGAPORE,DMSC,NOBLE GROUP,Capital Goods,2.282138803,0.08744666,-0.011948529
BJTD9L6,USA,DMSC,AXOVANT SCIENCES,"Pharmaceuticals, Biotechnology & Life Sciences",2.282305268,0.44445241,0.00528169
B0X46B1,THAILAND,EMSC,PRECIOUS SHIPPING PUB CO,Transportation,2.282915572,0.206720341,-0.037383178
2386849,USA,DMSC,NEXEO SOLUTIONS,Capital Goods,2.284970238,-0.505314331,0.004693367
B53HHH8,CHINA,EMSC,UNIVERSAL MEDICAL FINL,Health Care Equipment & Services,2.285508813,0.372927336,-0.05511811
B547X79,ITALY,DMSC,TECHNOGYM,Consumer Durables & Apparel,2.285574781,0.000841348,-0.018833536
2512149,THAILAND,EMSC,KHON KAEN SUGAR INDUSTRY,Food Beverage & Tobacco,2.288697553,-0.120093773,0.024621212
2166397,FRANCE,DM,DASSAULT AVIATION,Capital Goods,2.290176028,0.348229833,-0.016094421
2498001,CHINA,EMSC,INNER MONGOLIA YITAI B,Energy,2.290399016,-0.035596048,-0.018608773
BJ2SNT4,MEXICO,EMSC,INDUSTRIAS BACHOCO B,Food Beverage & Tobacco,2.291002325,-0.445367094,-0.008321775
BL25XW2,MEXICO,EMSC,INDUSTRIAS CH CL B,Materials,2.292324108,-0.319141635,-0.009292352
2508405,TAIWAN,EMSC,TAIGEN BIOPHARMACEUTICAL,"Pharmaceuticals, Biotechnology & Life Sciences",2.292879329,0.636998169,-0.018518519
BJ367P1,MALAYSIA,EM,TELEKOM MALAYSIA,Telecommunication Services,2.293542519,-0.460331408,0.001423488
2482781,CHINA,EMSC,CHINA WOOD OPTIMIZATION,Materials,2.294712564,0.048956007,-0.004651163
2620031,THAILAND,EM,INDORAMA VENTURES,Materials,2.300029601,-0.231556457,-0.00530504
2537528,USA,DMSC,RPC,Energy,2.300092336,-0.123846093,-0.002820212
BSPHGN6,THAILAND,EM,HOME PRODUCT CENTER,Retailing,2.300244602,-0.294776233,0.005890805
BDQZFJ3,CHINA,EM,CHINA MOBILE,Telecommunication Services,2.303392101,-0.421989346,0.005198181
2503206,CHINA,EMSC,ZHONGSHENG GROUP HLDGS,Retailing,2.304041583,0.144116348,-0.000726275
2879714,SWITZERLAND,DMSC,EFG INTERNATIONAL,Diversified Financials,2.304764739,-0.295611619,-0.014127144
2517058,KOREA,EMSC,HALIM HOLDINGS CO,Capital Goods,2.30514912,0.278650638,0.007194245
BKWQKM7,TAIWAN,EMSC,CHC RESOURCES CORP,Materials,2.307681345,0.21420032,-0.016759777
2503994,CHILE,EM,ITAU CORPBANCA,Banks,2.309632063,-0.326454439,-0.003577818
2447694,JAPAN,DMSC,OSAKA STEEL CO,Materials,2.31107072,-0.343852875,-0.00248139
BP8S8J5,USA,DMSC,UNIVERSAL LOGIS HLDGS,Transportation,2.311300357,0.297057185,0.006060606
B7DX5X2,UNITED KINGDOM,DM,FRESNILLO PLC,Materials,2.311929663,0.206538552,-0.035303777
2240161,KOREA,EMSC,KISWIRE,Materials,2.314352831,-0.258338505,-0.008019526
2506658,BRAZIL,EMSC,GOL PN,Transportation,2.314863504,-0.362314574,-0.008559201
BYQ44Y5,CANADA,DMSC,AIR CANADA VV,Transportation,2.323495447,-0.141667083,0.014823261
BV2CL41,HONG KONG,DMSC,CONVOY GLOBAL HOLDINGS,Insurance,2.324468378,-0.138921872,-0.01095198
2510615,JAPAN,DM,SHARP CORP,Consumer Durables & Apparel,2.324968034,-0.29682877,0.010413812
BDV82B8,JAPAN,DMSC,T-GAIA CORP,Retailing,2.327469572,0.940410039,0.012944394
B1G6TJ0,THAILAND,EMSC,ICHITAN GROUP,Food Beverage & Tobacco,2.333963105,-0.288302778,0.004932588
BRYFYB8,RUSSIA,EM,RUSHYDRO (RUB),Utilities,2.335362032,-0.096989966,0.003649635
BV8TD84,SINGAPORE,DMSC,SPH REIT,Real Estate,2.336358034,0.07891967,-0.014566181
2442053,ITALY,DMSC,ASCOPIAVE,Utilities,2.34024011,0.518136386,0.008714473
BWFZX59,CHINA,EMSC,YADEA GROUP HOLDINGS,Automobiles & Components,2.340685297,0.221568808,0.011687363
2139151,HONG KONG,DMSC,EMPEROR INTL HLDG,Real Estate,2.340685297,-0.205971934,-0.001039501
BG3G1B4,CHINA,EMSC,SINOFERT HOLDINGS,Materials,2.340685297,-0.238889147,0.002785515
B06DT50,HONG KONG,DMSC,CK LIFE SCIENCES INTL,"Pharmaceuticals, Biotechnology & Life Sciences",2.340685297,0.136011498,0.004505256
2515858,TURKEY,EM,TURKIYE VAKIFLAR BANKASI,Banks,2.340817947,0.075227192,0.003685504
BD72H53,ISRAEL,DMSC,B COMMUNICATIONS,Telecommunication Services,2.342301333,-0.439255969,-0.013721414
BD72H64,THAILAND,EMSC,ESSO THAILAND PCL,Energy,2.342843843,-0.080471564,-0.013536379
BD8R2H4,INDONESIA,EMSC,PP PROPERTI,Real Estate,2.3429091,-0.128285622,-0.002294894
BD72R64,INDIA,EM,TATA STEEL,Materials,2.342913729,0.404334666,0.036050666
BD8QGD5,THAILAND,EMSC,AP (THAILAND) PUBLIC CO,Real Estate,2.347699099,3.793439639,0.045525903
BTC0M71,CHINA,EMSC,HOPEWELL HWY INFRA (CN),Transportation,2.348260547,-0.153240029,0.004759638
BTC0MD7,THAILAND,EM,AIRPORTS OF THAILAND,Transportation,2.349423896,1.470678507,0.022439024
BQ5BPM6,THAILAND,EMSC,ITALIAN THAI DEVELOPMENT,Capital Goods,2.3519256,-0.244210892,-0.004201681
BZ1BPL2,KOREA,EMSC,KYUNGBANG,Consumer Durables & Apparel,2.352761788,0.110495262,0.011638821
BDCSFJ6,INDIA,EMSC,HIMACHAL FUTURE COMMU,Telecommunication Services,2.353097885,-0.155812411,-0.001865672
2413037,HONG KONG,DMSC,BRIGHT SMART SECURITIES,Diversified Financials,2.35472179,-0.043801888,-0.020933977
2501578,USA,DMSC,AMERICAN NATIONAL INS,Insurance,2.357989788,-0.144682285,-0.008243268
2516851,TAIWAN,EMSC,AURORA CORP,Technology Hardware & Equipment,2.360091789,-0.106036738,0.002017937
BYMBW46,CHINA,EMSC,HAICHANG OCEAN PARK HLDG,Consumer Services,2.360221469,0.179728157,0.003161222
2516613,USA,DMSC,ENLINK MIDSTREAM LLC,Energy,2.361228444,-0.371519551,-0.003850193
BF5ZW19,CHINA,EMSC,CHINA NATL MATERIALS H,Materials,2.36248696,1.735099709,0
BD8NBC0,USA,DMSC,GENESIS HEALTHCARE A,Health Care Equipment & Services,2.363508008,-0.083056888,-0.005869406
2515030,CHINA,EMSC,CROWN INTERNATIONAL CORP,Real Estate,2.364547335,-0.416773516,0.005089059
2531832,BRAZIL,EMSC,MARISA LOJAS ON,Retailing,2.365781167,-0.162027302,-0.003875015
BYMT0J1,AUSTRALIA,DM,QANTAS AIRWAYS,Transportation,2.366646683,0.192099296,-0.005772258
B0T7YX2,USA,DMSC,TOOTSIE ROLL IND A,Food Beverage & Tobacco,2.36712283,0.166350454,0.008774495
BYN5Z59,THAILAND,EMSC,BANGKOK AIRWAYS,Transportation,2.369723435,-0.424203256,-0.00407332
2577052,HONG KONG,DMSC,REGINA MIRACLE INTL HLDG,Consumer Durables & Apparel,2.374316357,0.736759571,0
B600J15,SINGAPORE,DMSC,QAF,Food Beverage & Tobacco,2.375152846,-0.308441066,0.004979629
B0LXSR0,MALAYSIA,EMSC,TALIWORKS CORP,Utilities,2.379648206,-0.200278775,0.011523688
2535243,EGYPT,EMSC,HELIOPOLIS HOUSING & DEV,Real Estate,2.380112732,-0.152634225,-0.007572383
BPCX7C2,CHINA,EMSC,HONWORLD GROUP,Food Beverage & Tobacco,2.381129429,3.649825147,0.000657606
B75JX34,EGYPT,EMSC,SIDI KERIR PETROCHEMICAL,Materials,2.382339055,-0.333224237,-0.001282709
BYND5V9,CHINA,EMSC,KNGBRD LAMNTS HLDG (CN),Technology Hardware & Equipment,2.383419039,-0.271962579,0.027536232
2498788,HONG KONG,DMSC,HUTCHISON TELECOM (HK),Telecommunication Services,2.384835323,0.065613763,0.004585244
B5KKQN9,CHINA,EMSC,BEIJING CAPITAL LAND H,Real Estate,2.386328159,0.049516658,-0.018292683
BYM9ZP2,RUSSIA,EMSC,MECHEL ADR,Materials,2.391450807,-0.345246048,-0.024786325
2572109,BRAZIL,EM,TELEF BRASIL PN,Telecommunication Services,2.391483075,-0.150367604,0.011482776
B74WVF2,SPAIN,DM,ENDESA,Utilities,2.392874839,0.211422621,0.005611672
2534671,THAILAND,EMSC,EASTERN POLYMER GROUP,Materials,2.395446515,-0.175779789,0
2549385,CHINA,EMSC,ZHAOJIN MINING IND H,Materials,2.396146236,0.817176586,-0.001063076
2192314,GERMANY,DMSC,HAPAG LLOYD,Transportation,2.401640178,0.112080604,-0.006718925
B5B15Y5,DENMARK,DMSC,NETS,Software & Services,2.403043041,0.586934083,0.000656491
BFDV8K0,MALAYSIA,EMSC,TROPICANA CORPORATION,Real Estate,2.403584244,0.022475133,-0.000563063
BYQCZ35,CHINA,EMSC,LAO FENG XIANG CO B,Consumer Durables & Apparel,2.406726741,-0.404260155,0.000102359
2307787,TAIWAN,EMSC,JOHNSON HEALTH TECH CO,Consumer Durables & Apparel,2.408895585,0.062948347,0.000727802
B2RB076,CHINA,EMSC,SGSB GROUP CO B,Capital Goods,2.409948884,-0.061753216,-0.014018692
2475156,CHINA,EMSC,HOPSON DEVELOPMENT HLDGS,Real Estate,2.410867762,-0.092589083,0.000308928
BDBFK59,PHILIPPINES,EMSC,COSCO CAPITAL,Food & Staples Retailing,2.41091341,-0.47425329,-0.010887316
2239471,USA,DMSC,AVX CORP,Technology Hardware & Equipment,2.41246552,-0.454749936,-0.003616252
2562047,JAPAN,DMSC,TOEI ANIMATION CO,Media,2.414429286,-0.401549062,-0.020761246
BF081J4,CHINA,EMSC,CHINA FOODS,Food Beverage & Tobacco,2.421045425,0.934755183,-0.078787879
2825308,CHINA,EMSC,CHONGQING MACH & ELEC H,Capital Goods,2.422302339,-0.231658345,-0.012122775
BFWGXV2,CHINA,EMSC,RENTIAN TECHNOLOGY (CN),Software & Services,2.423171354,0.548386967,0.000827815
2564827,CHINA,EMSC,TUNIU CORP ADR,Consumer Services,2.423965864,0.192244431,-0.006024096
2250353,MEXICO,EM,WALMART MEXICO V,Food & Staples Retailing,2.425274894,-0.350097116,0.005571031
B03Q9D0,MALAYSIA,EM,PETRONAS CHEMICALS GROUP,Materials,2.425648651,-0.259493453,-0.003294807
B45K9N8,MALAYSIA,EMSC,UMW OIL & GAS CORP,Energy,2.42852377,-0.243930455,0.00189166
2568357,RUSSIA,EM,NOVATEK GDR,Energy,2.429297206,-0.010056754,-0.008016032
B1YWR63,USA,DMSC,CRAWFORD & CO A,Insurance,2.431239006,-0.36579326,0.000344788
BCZM468,HONG KONG,DMSC,REGAL REIT,Real Estate,2.431794896,-0.152717601,0.003405995
2155306,CHINA,EMSC,SANY HEAVY EQUIPMENT INT,Capital Goods,2.432210922,0.187331624,0.02045728
B7MSLL8,SINGAPORE,DMSC,OVERSEAS UNION ENT,Consumer Services,2.435989059,2.416152024,-0.034322034
BYT5JW8,THAILAND,EMSC,COM7,Retailing,2.436450632,0.070108135,-0.027944112
2149622,TAIWAN,EMSC,SCINOPHARM TAIWAN,"Pharmaceuticals, Biotechnology & Life Sciences",2.437971208,-0.325498136,-0.012987013
2572068,MALAYSIA,EM,WESTPORTS HOLDINGS,Transportation,2.438220098,0.38622736,-0.006097561
B8GNC91,KOREA,EMSC,SSANGYONG MOTOR CO,Automobiles & Components,2.439836918,-0.225633143,-0.016139879
2568090,USA,DMSC,JELD WEN HOLDING,Capital Goods,2.442465907,-0.20174724,-0.007009346
2018669,INDONESIA,EM,GUDANG GARAM,Food Beverage & Tobacco,2.442686326,0.072116439,0.003232062
B3RDWC8,JAPAN,DM,TAIYO NIPPON SANSO CORP,Materials,2.443115517,-0.128990357,-0.009223919
2817651,CHINA,EM,CHINA PACIFIC INS GRP H,Insurance,2.444273987,-0.223187752,-0.003870343
2547044,INDIA,EMSC,KRBL,Food Beverage & Tobacco,2.44585177,-0.216213792,0.001222494
2550310,INDIA,EM,DABUR INDIA,Household & Personal Products,2.44849974,-0.194961806,0.009756098
B7M5FL7,CHINA,EMSC,KANGDA INTERNATIONAL ENV,Utilities,2.45081778,-0.28673179,-0.034090909
2551551,INDIA,EMSC,DALMIA BHARAT,Materials,2.452076178,-0.179035443,0.017172646
2561204,INDONESIA,EMSC,JAPFA COMFEED INDONESIA,Food Beverage & Tobacco,2.456101147,-0.002254837,-0.011166618
2574495,THAILAND,EMSC,EASTERN WATER RES DEV,Utilities,2.456871455,-0.082825676,0.012195122
2547323,CHINA,EMSC,CHINA DAYE NONFERRO (CN),Materials,2.457902325,-0.406535778,-0.00329429
B0JL5L9,HONG KONG,DMSC,MACAU LEGEND DEVELOPMENT,Consumer Services,2.460393482,-0.246495908,0.003875969
2616773,SOUTH AFRICA,EMSC,CURRO HOLDINGS,Consumer Services,2.465211015,0.174791138,0.053230932
B5424Q0,PHILIPPINES,EMSC,DOUBLEDRAGON PROPERTIES,Real Estate,2.465508906,-0.244253143,0.001266001
2934033,CANADA,DMSC,CROMBIE REIT,Real Estate,2.473760433,-0.140713565,0.013148283
BDCBC61,TAIWAN,EMSC,HUANG HSIANG CONST,Real Estate,2.477610017,-0.204601129,0.012372635
B1R96S6,CHINA,EMSC,COLOUR LIFE SERVICES GRP,Real Estate,2.477973734,-0.345565967,-0.009384776
2620257,CHINA,EMSC,GOLDEN MEDITECH CO,Health Care Equipment & Services,2.478730144,-0.192523777,-0.003208213
2053024,CHINA,EMSC,CHINA ELECTRONICS OPTICS,Real Estate,2.479880518,-0.200668784,0
2578464,CHINA,EMSC,CIMC ENRIC HOLDINGS,Capital Goods,2.481504168,-0.425376877,0.013207889
2144047,HONG KONG,DM,WYNN MACAU,Consumer Services,2.481782565,-0.295699907,0.000754907
2578516,BRAZIL,EM,JBS ON,Food Beverage & Tobacco,2.482876683,-0.274154778,0.002780352
BPN6139,CHINA,EMSC,HYDOO INTERNATIONAL HLDG,Real Estate,2.485932484,-0.119100311,-0.015197568
2580265,HONG KONG,DM,SANDS CHINA,Consumer Services,2.486244194,-0.459839287,-0.003610108
2580555,THAILAND,EM,TMB BANK,Banks,2.492258833,-0.2108586,0.018651363
2601326,SWITZERLAND,DMSC,YPSOMED HOLDING,Health Care Equipment & Services,2.497351179,-0.375030059,-0.013597033
2608349,CHINA,EMSC,SHANGHAI DASHENG AGRI H,Capital Goods,2.499088653,0.109467003,-0.001923077
B72XX62,THAILAND,EM,TRUE CORP,Telecommunication Services,2.503442619,1.509853864,-0.23255814
2553814,FRANCE,DM,CNP ASSURANCES,Insurance,2.512256511,0.706655524,0.002179487
2420316,USA,DM,DELL TECHNOLOGIES,Software & Services,2.516276421,-0.28138908,-0.000583771
2583297,CHINA,EMSC,GUANGDONG LAND HOLDINGS,Real Estate,2.516510839,-0.015778483,0
2418162,CHINA,EMSC,YUNNAN WATER INV H,Utilities,2.516590813,-0.150941827,0.003618818
2554163,THAILAND,EMSC,PLATINUM GROUP (THE),Real Estate,2.518387704,-0.375634839,0.00462963
2548616,CHINA,EMSC,SHANGHAI INDL URBAN DEV,Real Estate,2.525140314,-0.383936056,-0.00657277
BYTP3L5,INDONESIA,EMSC,INDO TAMBANGRAYA MEGAH,Energy,2.530474078,0.110493566,0.005357143
B6ZJTH3,CHINA,EMSC,CRCC HIGH TECH EQUIP H,Capital Goods,2.531387425,-0.158025269,0.000195312
BNG83R6,CHINA,EMSC,BEIJING ENTERPRISES ENV,Commercial & Professional Services,2.5315816,-0.04222618,0.003634476
2588140,CHINA,EMSC,GREENTOWN CHINA HLDGS,Real Estate,2.532103984,-0.000569863,0.003678725
2974329,CHINA,EMSC,FUTURE LAND DEVELOPMENT,Real Estate,2.538089429,0.024779114,-0.002625246
2589466,ITALY,DM,TELECOM ITALIA RNC,Telecommunication Services,2.539450061,-0.150638306,0.001701645
B6VRG58,CHINA,EMSC,CHINA PIONEER PHARMA,Health Care Equipment & Services,2.542471658,0.207094283,0.008369408
BDQZFN7,SINGAPORE,DMSC,YANLORD LAND GROUP,Real Estate,2.543286148,1.153911421,-0.018867925
BYMWL31,ISRAEL,DMSC,PHOENIX HOLDINGS (THE),Insurance,2.545658729,0.272177387,0.011046512
B1Z3TW5,CHILE,EM,BANCO DE CREDITO E INVER,Banks,2.546939929,0.067646823,0.009594096
BZ07SJ0,CHINA,EMSC,TCL MULTIMEDIA TECH,Consumer Durables & Apparel,2.547437591,0.671130339,0.005376344
2595612,CANADA,DM,HYDRO ONE,Utilities,2.553985933,-0.221001493,-0.010996564
BNB7PK5,ITALY,DMSC,CREDITO EMILIANO,Banks,2.556265467,3.405842523,-0.035087719
B4WCCG1,SWEDEN,DMSC,SAS,Transportation,2.556876272,-0.34711819,0.006253006
B58MW84,TURKEY,EMSC,AKSA ENERJI URETIM,Utilities,2.560580117,0.335727302,0.017216643
2404871,CHINA,EMSC,TIANJIN PORT DEV (CN),Transportation,2.566746708,0.42137059,0.006773399
2548177,AUSTRIA,DMSC,PORR A,Capital Goods,2.584263398,-0.199916181,-0.003558719
BN57DN0,SPAIN,DMSC,ALBA (CORP FINANCIERA),Diversified Financials,2.584609703,0.287799905,0.028571429
2598354,CHINA,EMSC,MMG,Materials,2.585449845,0.918656941,0.009966777
BLG38Q1,INDIA,EMSC,PRISM CEMENT,Materials,2.587145503,-0.42125315,-0.022284123
2212706,CANADA,DM,GREAT-WEST LIFECO,Insurance,2.59240419,-0.309801681,-0.026093514
